para_id,content,category,publish_date_ap
art_3081211_para_31,"Management Services Group Inc. – Global Technical Systems,* Virginia Beach, Virginia, is awarded a $12,373,358 firm-fixed-price and cost-plus-fixed-fee term modification to previously awarded contract N6339419C0008 to exercise options for the procurement of ordnance alteration kits, engineering services, supportability and life cycle support for the Common Processing System equipment. Work will be performed in Virginia Beach, Virginia (96%); Yokosuka, Japan (2%); Norfolk, Virginia (1%); and Seattle, Washington (1%), and is expected to be completed by July 2023. Fiscal 2022 other procurement (Navy) funds in the amount of $7,832,109 (63%); fiscal 2022 research, development, test, and evaluation (Navy) funds in the amount of $2,293,183 (18%); fiscal 2022 procurement (defense-wide) funds in the amount of $1,808,633 (15%); fiscal 2021 other procurement (Navy) funds in the amount of $217,558 (2%); fiscal 2021 procurement (defense-wide) funds in the amount of $129,827 (1%); and fiscal 2020 other procurement (Navy) funds in the amount of $92,048 (1%) will be obligated at time of award and funds in the amount of $92,048 will expire at the end of the current fiscal year. The Naval Surface Warfare Center Port Hueneme Division, Port Hueneme, California, is the contracting activity.",NAVY,"June 30, 2022"
art_3081211_para_32,"Empire Hospitality LLC,* Vancouver, Washington, is awarded an $11,298,878 firm-fixed-price contract to provide long-term lodging for Portsmouth Naval Shipyard San Diego Detachment personnel. The maximum cumulative value is $11,298,878, and is expected to be completed by June 2022, and July 2023 if all options are exercised. Work will be performed in Naval Base Point Loma San Diego, California. Fiscal 2022 operations and maintenance (Navy) funding in the amount of $10,345,076 will be obligated at the time of award and will expire at the end of the current fiscal year. All other funding will be obligated at the time of exercising options as contracting actions are required and occur. This contract was competitively procured via the beta.sam.gov website, with five total offers received. The Portsmouth Naval Shipyard, Kittery, Maine, is the contracting activity (N3904022C0018).",NAVY,"June 30, 2022"
art_3081211_para_33,"Lockheed Martin Corp., Syracuse, New York, is awarded an $11,040,033 cost-plus-incentive-fee modification to a previously awarded delivery order (N00024-19-F-6201) under indefinite-delivery/ indefinite-quantity contract N00024-19-D-6200 for design, prototyping, and qualification testing of submarine electronic warfare equipment. Work will be performed in Syracuse, New York, and is expected to be completed by February 2023. Fiscal 2022 ship conversion (Navy) funds in the amount of $7,000,000 (63%); fiscal 2022 other procurement (Navy) funds in the amount of $3,699,229 (34%); and fiscal 2022 research, development, test, and evaluation (Navy) funds in the amount of $340,804 (3%), will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 30, 2022"
art_3081211_para_34,"DSA LLC,* Gadsden, Alabama, is awarded a $10,365,515 firm-fixed-price modification to previous indefinite-delivery/indefinite-quantity contract N40080-20-D-0303. The modification provides for the exercise of Option 2 for grounds maintenance and snow removal at installations within Naval District Washington, Washington, D.C. After award of this option, the total cumulative contract value will be $30,307,373. Work will be performed in Maryland (48%); Washington, D.C. (34%); and Virginia (18%), and is expected to be completed by June 2023.  Fiscal 2022 operation and maintenance (Navy) funds in the amount of $3,823,017 are obligated on this award, and will expire at the end of the current fiscal year.  The Naval Facilities Engineering Systems Command, Washington, Washington, D.C., is the contracting activity. ",NAVY,"June 30, 2022"
art_3081211_para_35,"RIBCRAFT USA LLC, Marblehead, Massachusetts,* is awarded a $9,721,610 modification to previously awarded, indefinite-delivery/indefinite-quantity contract N00024-19-D-2220 to exercise options for the acquisition of Expeditionary 11 Meter Rigid Inflatable Boats (RIBs). In accordance with the terms established on the base contract, orders may be issued on a firm-fixed-price basis. Work will be performed in Marblehead, Massachusetts, and is expected to be completed by April 2024. No funding will be obligated at the time of award. Funding will be provided at the delivery order level. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 30, 2022"
art_3081211_para_36,"Textron Aviation Defense, Wichita, Kansas, has been awarded a $90,686,042, bilateral modification (PZ0011) to previously awarded FA8617-C-21-6235 for the Tunisia T-6C aircraft procurement effort. The contract modification is for procurement of eight T-6C aircraft, spare parts, spare engines, aircraft support equipment, FSR support, Ground Based Training System (GBTS), Operational Flight Trainer (OFT), Computer Based Training Lab (CBT), interim contractor support, personal life support equipment, country specific technical orders, installation of GBTS, OFT, and CBT, and ferry and support as well as definitization of the FA8617-21-C-6235 undefintized contract action. Work will be performed in Wichita, Kansas, and is expected to be completed by Sept. 30, 2026. This modification involves Foreign Military Sales to Tunisia. Tunisia FMS funds are being obligated at the time of award. Total cumulative face value of the contract is $105,422,012. Air Force Life Cycle Management Center, Wright-Patterson Air Force Base, Ohio, is the contracting activity.",AIR FORCE,"June 30, 2022"
art_3081211_para_37,"Lockheed Martin Aeronautics Co., Fort Worth, Texas, has been awarded a $69,362,018 firm-fixed-price contract for F-16 Systems Program Office support. The contractor will provide Korea Peace Bridge Upgrade, Advanced Identification Friend or Foe, and Link 16 upgrade for the Republic of Korea’s F-16 partial fleet. Work will be performed in Fort Worth, Texas; Greenville, South Carolina; Edwards Air Force Base, California; and the Republic of Korea, and is expected to be complete by Oct. 31, 2026. This award is the result of a source direction. Foreign Military Sales funds of $69,362,018 are being obligated at time of award. Air Force Life Cycle Management Center, Hill AFB, Utah, is the contracting activity (FA8232-22-C-0006). ",AIR FORCE,"June 30, 2022"
art_3081211_para_38,"The Boeing Company, St. Louis, Missouri, has been awarded a $25,575,029 firm-fixed-price, C-type option contract for visual display system to support high-fidelity F-22 joint simulation environment flight simulation. Work will be performed at Edwards Air Force Base, California and Nellis Air Force Base, Nevada and expected to be completed by September 1, 2024. This award is the result of a competitive commercial solutions opening and sole request for proposal. Flight Support Branch Directorate of
Contracting, Edwards Air Force Base, California is the contracting activity (FA9302-22-C-0019).",AIR FORCE,"June 30, 2022"
art_3081211_para_39,"Science Applications International Corp., Reston, Virginia, has been awarded a $16,058,645 cost-plus-fixed-fee modification (P00009) to contract FA7014-21-F-0108 for strategic plans and policy support services. This modification provides funding and exercises Option Year One to continue to provide technical, analytical, operational, programmatic and planning subject matter expertise support for Headquarters Air Force A10, and its component branches, as well as the Integrated Air and Missile Defense Branch missions. Work will be performed in Washington, D.C., Hawaii; and Germany, and if all options are exercised, work is expected to be completed Aug. 25, 2026. This award is the result of a competitive acquisition and one offer was received. Fiscal 2022 operation and maintenance funds in the amount of $3,577,826 are being obligated at the time of award. The Air Force District of Washington Contracting Directorate, Joint Base Andrews, Maryland, is the contracting activity.",AIR FORCE,"June 30, 2022"
art_3081211_para_40,"Kearney & Co. P.C., Alexandria, Virginia, has been awarded a $11,723,654 firm-fixed-price modification (P00024) to contract FA7014-22-F-1022 for Headquarters Air Force A5/8 analysis and support modification. This modification provides funding and exercises Option Year Four to continue advisory and assistance services to support total force analysis to include capability and capacity analysis of Air Force mission areas. Work will be performed in Washington, D.C., and is expected to be completed July 31, 2023. This award is the result of a competitive acquisition and one offer was received. Fiscal 2022 operation and maintenance funds in the amount of $8,439,578 are being obligated at the time of award. The Air Force District of Washington Contracting Directorate, Joint Base Andrews, Maryland, is the contracting activity.",AIR FORCE,"June 30, 2022"
art_3081211_para_41,"Raft LLC,* Reston, Virginia, has been awarded an $8,939,811 firm-fixed-price contract for cyber operations. The contract provides software development services used to expand current product lines. Services include software development, patch software packages, data analytics, data archive and retrieval, security implementation, software customization necessary for mission deployment, and other directed product increment software changes. Work will be performed in Colorado Springs, Colorado, and is expected to be complete by June 30, 2023. This award is the result of a competitive Small Business Set-Aside acquisition; four proposals were received. Fiscal 2022 research, development, test and evaluation funds in the amount of $2,500,000 are being obligated at the time of award. Space Systems Center, Los Angeles Air Force Base, El Segundo, California, is the contracting activity (FA8806-22-F-0004).",AIR FORCE,"June 30, 2022"
art_3081211_para_42,*Small business,AIR FORCE,"June 30, 2022"
art_3079272_para_1,"Pfizer Inc., New York, New York, is awarded a $3,200,000,000 firm-fixed-price contract to manufacture, store and deliver mRNA COVID-19 vaccines. Work will be performed in Kalamazoo, Michigan, with an estimated completion date of May 31, 2023. Fiscal 2022 American Rescue Plan Act, Defense Production Act funds in the amount of $3,200,000,000 were obligated at the time of the award. U.S. Army Contracting Command, Aberdeen Proving Ground, Maryland, is the contracting activity (W58P05-22-C-0016). ",ARMY,"June 29, 2022"
art_3079272_para_2,"Sikorsky Aircraft Corporation, Stratford, Connecticut, is awarded a $429,174,259 firm-fixed-price contract for maintenance and overhaul of UH-60 Black Hawk helicopters. Bids were solicited via the internet with one received. Work locations and funding will be determined with each order, with an estimated completion date of June 28, 2027. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity (W58RGZ-22-D-0002). ",ARMY,"June 29, 2022"
art_3079272_para_3,"General Dynamics Land System Inc., Sterling Heights, Michigan, is awarded a $320,325,338 modification (P00050) to contract W56HZV-19-C-0036 for low-rate initial production and system technical services for the Mobile Protected Firepower. Work will be performed in Sterling Heights, Michigan; Anniston, Alabama; and Lima, Ohio, with an estimated completion date of Oct. 24, 2024. Fiscal 2022 research, development, test and evaluation, Army funds in the amount of $31,310,306 were obligated at the time of the award. U.S. Army Contracting Command, Detroit Arsenal, Michigan, is the contracting activity. (Awarded June 28, 2022) ",ARMY,"June 29, 2022"
art_3079272_para_4,"Bechtel National Incorporation, Reston, Virginia, is awarded a $71,121,288 modification (P00237) to contract W52P1J-09-C-0012 to extend the period of performance by five months at the Pueblo Chemical Agent-Destruction Pilot Plant. Work will be performed in Pueblo, Colorado, with an estimated completion date of Sept. 30, 2023. Fiscal 2022 research, development, test, and evaluation, Army funds in the amount of $0 were obligated at the time of the award. U.S. Army Contracting Command, Rock Island, Illinois, is the contracting activity. ",ARMY,"June 29, 2022"
art_3079272_para_5,"FLIR Unmanned Ground Systems Inc. Chelmsford, Massachusetts, is awarded a $62,068,240 firm-fixed-price contract for the Man Transportable Robotic System Increment II. Bids were solicited via the internet with five received. Work locations and funding will be determined with each order, with an estimated completion date of Oct. 2, 2023. U.S. Army Contracting Command, Detroit Arsenal, Michigan, is the contracting activity (W56HZV-22-F-0282). ",ARMY,"June 29, 2022"
art_3079272_para_6,"Main Building Maintenance Inc., San Antonio, Texas, is awarded a $41,858,003 firm-fixed-price contract for healthcare environmental cleaning and related services at William Beaumont Army Medical Center. Bids were solicited via the internet with 13 received. Work locations and funding will be determined with each order, with an estimated completion date of June 30, 2027. U.S. Army Health Contracting Activity, San Antonio, Texas, is the contracting activity (W81K04-22-D-0008). ",ARMY,"June 29, 2022"
art_3079272_para_7,"Hewlett Packard Enterprise Company, Spring, Texas, was awarded a $25,480,000 firm-fixed-price contract for one base system and one test and development system super computer system. Bids were solicited via the internet with three received. Work will be performed in Vicksburg, Mississippi, with an estimated completion date of Jan. 25, 2028. Fiscal 2022 other procurement, Army funds in the amount of $25,480,000 were obligated at the time of the award. U.S. Army Corps of Engineers' Engineer Research and Development Center, Vicksburg, Mississippi, is the contracting activity (W912DY-22-F-0248). ",ARMY,"June 29, 2022"
art_3079272_para_8,"Spider Strategies Inc.,* Arlington, Virginia, was awarded a $16,426,741 firm-fixed-price contract for strategic management system support services. Bids were solicited via the internet with one received. Work locations and funding will be determined with each order, with an estimated completion date of July 2, 2024. U.S. Army Contracting Command, Aberdeen Proving Ground, Maryland, is the contracting activity (W91CRB-22-D-0010). ",ARMY,"June 29, 2022"
art_3079272_para_9,"Reliance Test and Technology LLC, Crestview, Florida, is awarded an $80,831,607 cost-plus-fixed-fee, cost modification (P00019) to a previously awarded contract (N0042120C0033). This modification exercises an option to provide research, development, test, evaluation, engineering, fleet and management support services required to perform aircraft engineering and developmental flight test, as well as fleet training events for Navy and Marine Corps air vehicle systems and trainers in support of the Atlantic Ranges and Targets Department. Work will be performed in Patuxent River, Maryland (99%); and various locations within the continental U.S. (1%), and is expected to be completed in June 2023. Fiscal 2022 research, development, test, and evaluation (Navy) funds in the amount of $8,362,250; fiscal 2022 operation and maintenance (Navy) in the amount of $2,176,482; fiscal 2022 research, development, test, and evaluation (Department of Defense) funds in the amount of $507,554; and fiscal 2022 working capital (Navy) funds in the amount of $155,000 will be obligated at time of award, $2,176,482 of which will expire at the end of the current fiscal year. The Naval Air Warfare Command, Aircraft Division, Patuxent River, Maryland, is the contracting activity.",NAVY,"June 29, 2022"
art_3079272_para_10,"Raytheon Co., Tucson, Arizona, is awarded a $57,850,697 fixed-price-incentive-fee and cost-plus-incentive-fee modification to previously awarded contract N0002419C5412 to exercise options and incrementally fund existing contract line items for fiscal 2022 Standard Missile-2 Block IIIC low rate initial production and spares. Work will be performed in Huntsville, Alabama (73%); and Tucson, Arizona, (27%), and is expected to be completed by December 2024. Fiscal 2022 weapons procurement (Navy) funds in the amount of $55,582,089 (96%); and fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $2,268,608 (4%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 29, 2022"
art_3079272_para_11,"Bechtel Plant Machinery Inc., Monroeville, Pennsylvania, is awarded a $32,658,642 cost-plus-fixed-fee modification to previously awarded contract N00024-19-C-2112 for naval nuclear propulsion components. Work will be performed in Monroeville, Pennsylvania (74%); and Schenectady, New York (26%). Fiscal 2022 other procurement (Navy) funding in the amount of $32,658,642 will be obligated at time of award and funds will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 29, 2022"
art_3079272_para_12,"Consolidated Analysis Center International (CACI) Inc., Chantilly, Virginia, is awarded a $27,338,600 cost-plus-fixed-fee contract. This contract provides engineering, technical and program management support services and associated supplies to support the development, production and sustainment of intelligence, surveillance, and reconnaissance mission systems. Work will be performed in Austin, Texas (90%); and Patuxent River, Maryland (10%), and is expected to be completed in June 2023. Fiscal 2022 aircraft procurement (Navy) funds in the amount of $100,000 will be obligated at the time of award, none of which will expire at the end of the current fiscal year. This contract was not competitively procured pursuant to 10 U.S. Code 2304(c)(1). The Naval Air Warfare Aircraft Division, Patuxent River, Maryland, is the contracting activity (N0042122C0025).",NAVY,"June 29, 2022"
art_3079272_para_13,"Mercury Mission Systems LLC, Torrance, California, is awarded a $25,978,018 cost-plus-fixed-fee order (N6833522F0005) against a previously issued basic ordering agreement (N6833519G0041). This order provides non-recurring engineering for the development and delivery of flight qualification units for the Joint Avionics Reconfigurable Visual Information System digital video mapping computer upgrade that will interface with the F/A-18E/F and EA-18G mission computer, data transfer unit and other avionics in support of Small Business Innovation Research Phase III topic #N152-096 titled “Miniaturized, Fault Tolerant Decentralized Mission Processing Architecture for Next Generation Rotorcraft Avionics Environment.” Additionally, this effort will provide high definition video interfaces to two large area displays (LADs) with digital moving maps and other data. This upgrade will provide Aeronautical Radio Incorporated 818 compliant video output over high-speed video network at the full resolution and refresh rate required by the two LADs. Work will be performed in Torrance, California (95.2%); Atlanta, Georgia (2.7%); and Eden Prairie, Minnesota (2.1%), and is expected to be completed in August 2024.  Fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $16,259,924; and fiscal 2021 research, development, test and evaluation (Navy) funds in the amount of $4,381,091 will be obligated at time of award, $4,381,091 of which will expire at the end of the current fiscal year. The Naval Air Warfare Center Aircraft Division, Lakehurst, New Jersey, is the contracting activity. ",NAVY,"June 29, 2022"
art_3079272_para_14,"L3Technologies Inc., MariPro, Goleta, California, is awarded a $14,492,140 firm-fixed-price modification (P00003) to a previously awarded contract (N6134021C0023). This modification exercises options to procure 180 km Barking Sands Tactical Underwater Range internode cable and 608 km Atlantic Undersea Test and Evaluation Center cable in support of the Under Sea Warfare Training Range Programs training ranges that are being developed off the shores of Hawaii, California and the Bahamas in support of the Navy’s air, surface, and subsurface forces training and assessment in shallow and deep water under adverse conditions. Work will be performed in Tanner Bank, California (30%); San Clemente Island, California (23%); Goleta, California (21%); Kauai, Hawaii (14%); and Andros Island, Bahamas (12%), and is expected to be completed in June 2032. Fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $9,973,451; and fiscal 2022 other procurement (Navy) funds in the amount of $4,518,689 will be obligated at time of award, none of which will expire at the end of the current fiscal year. The Naval Air Warfare Center Training Systems Division, Orlando, Florida, is the contracting activity.",NAVY,"June 29, 2022"
art_3079272_para_15,"SupplyCore Inc.,* Rockford, Illinois, has been awarded a maximum $60,000,000 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for facilities maintenance, repair and operations supplies. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in the Federal Acquisition Regulation 6.302-1. This is a 184-day bridge contract with no option periods. Location of performance is South Korea, with a Jan. 15, 2023, ordering period end date. Using customers are Army, Navy, Air Force, Marine Corps and Coast Guard. Type of appropriation is fiscal 2022 through 2023 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania (SPE8E3-22-D-0011). ",DEFENSE LOGISTICS AGENCY,"June 29, 2022"
art_3079272_para_16,"Connectec Co., Inc.,* Irvine, California, has been awarded a maximum $59,251,500 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for power distribution. This was a competitive acquisition with two responses received. This is a five-year contract with no option periods. The performance completion date is June 29, 2027. Using military service is Army. Type of appropriation is fiscal 2022 through 2027 Army working capital funds. The contracting activity is the Defense Logistics Agency Land and Maritime, Warren, Michigan (SPRDL1-22-D-0041).",DEFENSE LOGISTICS AGENCY,"June 29, 2022"
art_3079272_para_17,*Small business,DEFENSE LOGISTICS AGENCY,"June 29, 2022"
art_3077698_para_1,"General Dynamics National Steel and Shipbuilding Co. (NASSCO), San Diego, California, is awarded a $500,000,000 modification to previously awarded contract N00024-16-C-2229 to award long-lead-time material in support of T-AO 211 and 212. Work will be performed in Iron Mountain, Michigan (27%); San Diego, California (22%); Beloit, Wisconsin (14%); Columbia, South Carolina (8%); Arlington, Virginia (7%); Chelsea, Alabama (4%); Walpole, Massachusetts (4%), New Orleans, Louisiana (2%); and various other locations less than one percent (12%), and is expected to be completed by June 2027. Fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $500,000,000 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 28, 2022"
art_3077698_para_2,"General Dynamics National Steel and Shipbuilding Co. (NASSCO), San Diego, California, is awarded a $100,000,000 modification to previously awarded contract N00024-19-C-2235 for the procurement of long-lead-time material in support of Expeditionary Sea Base (ESB) 8. Work will be performed in Pittsburgh, Pennsylvania (31%); Beloit, Wisconsin (25%); San Diego, California (17%); Chesapeake, Virginia (7%); Iron Mountain, Michigan (7%); Hamburg, Germany (3%); Buffalo, New York (3%); Busan, Korea (2%); Chula Vista, California (2%); Houma, Louisiana (2%); and Appleton, Wisconsin (1%), and is expected to be completed by March 2026. Fiscal 2021 shipbuilding and conversion (Navy) funds in the amount of $73,000,000 (73%); and fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $27,000,000 (27%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 28, 2022"
art_3077698_para_3,"The Boeing Co., St. Louis, Missouri, is awarded a $43,836,408 firm-fixed-price delivery order (N00383-22-F-RZ00) under previously awarded basic ordering agreement N00019-21-G-0006 for the procurement of 72 each, Processor, Target Lo, part of the Distributed Targeting Processor-Network System on the F/A-18 E/F and E/A-18G aircraft. All work will be performed in St. Louis, Missouri, and will be completed by December 2025. Fiscal 2022 working capital funds (Navy) in the full amount of $43,836,408 will be obligated at the time of award and funds will not expire at the end of the current fiscal year. One company was solicited for this sole-source requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1) and one offer was received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity.",NAVY,"June 28, 2022"
art_3077698_para_4,"Sauer Construction LLC, Jacksonville, Florida, is awarded a $30,848,000 firm-fixed-price task order (N4008522F5540) under a multiple award construction contract for airfield and centermat pavement repairs at Marine Corps Air Station Cherry Point, North Carolina. The work to be performed provides for replacement of asphalt/concrete runway with new concrete for Runways 23L and 32R, and full depth repairs to centermat to support future F-35 operations. The maximum dollar value, including all contract line items, is $30,848,000. Work will be performed in Havelock, North Carolina, and is expected to be completed by July 2024. Fiscal 2022 operation and maintenance (Marine Corps) funding in the amount of $30,848,000 will be obligated at time of award, and will expire at the end of the current fiscal year. This contract was competitively procured via the beta.sam.gov website, with three offers received. The Naval Facilities Engineering Systems Command, Mid-Atlantic, Cherry Point, North Carolina, is the contracting activity (N40085-20-D-0035).",NAVY,"June 28, 2022"
art_3077698_para_5,"String King Lacrosse LLC, Gardena, California, was awarded a $14,931,782 modification to previously awarded, indefinite-delivery/indefinite quantity contract M67854-21-D-1882 for the purchase of physical training uniforms. The contract ceiling increase resulted from revised product descriptions, patterns and specifications. The total cumulative face value of the contract is now $38,154,362. Work will be performed in Gardena, California, with an expected completion date of April 2026. No funds were obligated at time of award. The Marine Corps Systems Command, Quantico, Virginia, is the contracting activity. ",NAVY,"June 28, 2022"
art_3077698_para_6,"SND Manufacturing, Dallas, Texas, is awarded an $11,511,004 modification to previously awarded, indefinite-delivery/indefinite quantity contract M67854-21-D-1881 for the purchase of physical training uniforms. The contract ceiling increase resulted from revised product descriptions, patterns and specifications. The total cumulative face value of the contract is now $46,841,204. Work will be performed in Dallas, Texas, with an expected completion date of April 2026. No funds were obligated at time of award. The Marine Corps Systems Command, Quantico, Virginia, is the contracting activity. ",NAVY,"June 28, 2022"
art_3077698_para_7,"Lockheed Martin Corp., Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $10,595,387 cost-plus-incentive-fee, cost-plus-fixed-fee, and cost only modification to previously awarded contract N00024-19-C-5602 to exercise options for combat system ship integration and test on Guided Missile Frigate (FFG-62) new construction ships. Work will be performed in Moorestown, New Jersey (85%); Marinette, Wisconsin (10%); Bath, Maine (3%); and Pascagoula, Mississippi (2%), and is expected to be completed by June 2023. Fiscal 2020 shipbuilding and conversion (Navy) funds in the amount of $916,739 will be obligated at the time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"June 28, 2022"
art_3077698_para_8,"IHC Scott Inc., Centennial, Colorado, was awarded a $77,619,631 firm-fixed-price contract to repair Taxiway A, Taxiway C, Taxiway D and Taxiway F at Vance Air Force Base, Oklahoma. Bids were solicited via the internet with three received. Work will be performed in Enid, Oklahoma, with an estimated completion date of May 31, 2024. Fiscal 2022 operation and maintenance, Army funds in the amount of $77,619,631 were obligated at the time of the award. U.S. Army Corps of Engineers, Tulsa, Oklahoma, is the contracting activity (W912BV-22-C-0014).",ARMY,"June 28, 2022"
art_3077698_para_9,"M.A. Mortenson Construction, Minneapolis, Minnesota, was awarded a $37,838,688 firm-fixed-price contract to design and construct a 185,000-square-foot facility. Bids were solicited via the internet with six received. Work will be performed in Layton, Utah, with an estimated completion date of Jan. 3, 2025. Fiscal 2021 military construction, Army funds in the amount of $37,838,688 were obligated at the time of the award. U.S. Army Corps of Engineers, Sacramento, California, is the contracting activity (W91238-22-C-0006).",ARMY,"June 28, 2022"
art_3077698_para_10,"Inverness Technologies Inc., Annandale, Virginia, was awarded a $30,108,549 modification (P00004) to contract W9124D-22-C-0010 to extend services for the Soldier for Life Transition Assistance Program. Work will be performed at Fort Knox, Kentucky, with an estimated completion date of Jan. 3, 2023. Fiscal 2022 operation and maintenance, Army funds in the amount of $5,018,091 were obligated at the time of the award. U.S. Army Field Directorate Office, Fort Knox, Kentucky, is the contracting activity.",ARMY,"June 28, 2022"
art_3077698_para_11,"American Ordnance LLC, Middletown, Iowa, was awarded a $12,628,213 modification (P00005) to contract W52P1J-20-C-0035 for M795 TNT (trinitrotoluene). Work will be performed in Middletown, Iowa, with an estimated completion date of Dec. 31, 2026. Fiscal 2020, 2021 and 2022 procurement of ammunition, Army funds in the amount of $12,628,213 were obligated at the time of the award. U.S. Army Contracting Command, Rock Island Arsenal, Illinois, is the contracting activity.",ARMY,"June 28, 2022"
art_3077698_para_12,"Science Applications International Corp., Reston, Virginia, was awarded an $11,560,128 modification (P00027) to contract W31P4Q-21-F-0095 for engineering services in support of the Software, Simulation, Systems Engineering and Integration Directorate. Bids were solicited via the internet with two received. Work locations and funding will be determined with each order, with an estimated completion date of June 27, 2023. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity.",ARMY,"June 28, 2022"
art_3077698_para_13,"Maryland State Department of Education Division of Rehabilitation Services, Business Enterprise, Baltimore, Maryland, was awarded a $10,497,672 firm-fixed-price contract for full food services for dining facilities at Fort Meade, Maryland. Bids were solicited via the internet with five received. Work locations and funding will be determined with each order, with an estimated completion date of Dec. 31, 2027. U.S. Army Field Directorate Office, Fort Sam Houston, Texas, is the contracting activity (W5168W-22-D-0005).",ARMY,"June 28, 2022"
art_3077698_para_14,"Sysco Central Texas Inc., New Braunfels, Texas, has been awarded a maximum $19,838,000 fixed-price with economic-price-adjustment, indefinite-quantity contract for full-line food distribution. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is a 245-day bridge contract with no option periods. The ordering period end date is Feb. 25, 2023. Using customers are Army, Air Force, Marine Corps and Coast Guard. Type of appropriation is fiscal 2022 through 2023 defense working capital funds. The contracting agency is the Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania (SPE300-22-D-3346). (Awarded June 24, 2022)",DEFENSE LOGISTICS AGENCY,"June 28, 2022"
art_3077698_para_15,"American Water Operations and Maintenance LLC, Camden, New Jersey, has been awarded an $8,456,427 modification (P00182) to a 50-year contract (SP0600-08-C-8257) with no option periods for the ownership, operation, and maintenance of the water and wastewater utility systems at Fort Polk, Louisiana. This is a fixed-price with economic-price-adjustment contract. Location of performance is Louisiana, with a Jan. 31, 2059, performance completion date. Using military service is Army. Type of appropriation is fiscal 2022 through 2059 Army operations and maintenance funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Virginia.",DEFENSE LOGISTICS AGENCY,"June 28, 2022"
art_3077698_para_16,"Northrop Grumman Systems Corp., Fort Worth, Texas, has been awarded a $13,273,788 contract modification (P00004) for option exercise to previously awarded contract FA8617-21-C-6237 for contractor logistics support of Iraq's C-172 & C-208 fleets at Martyr Brigadier General Ali Flaih Air Base, Iraq. This modification involves Foreign Military Sales to Iraq. Work will be performed at Martyr Brigadier General Ali Flaih Air Base, Iraq, and is expected to be completed by June 30, 2023. Total cumulative face value of the exercised options is $13,273,788. Air Force Life Cycle Management Center, Legacy Training Aircraft Division, International Support Branch, Wright Patterson Air Force Base, Ohio, is the contracting activity.",AIR FORCE,"June 28, 2022"
art_3077698_para_17,"Kratos Technology & Training Solutions Inc., San Diego, California, has been awarded a $11,672,146 modification (P00162) to contract FA8808-13-C-0002 for control system consolidated production and sustainment services. Work will be performed in Colorado Springs, Colorado, and is expected to be completed by Dec. 31, 2022. Fiscal 2022 operations and maintenance funding in the amount of $11,672,146 is being obligated at the time of modification award. Space Systems Command, Peterson Space Force Base, Colorado, is the contracting activity (FA8808-13-C-0002).",AIR FORCE,"June 28, 2022"
art_3077698_para_18,"Betterup Inc., San Francisco, California, has been awarded an $8,485,871 firm-fixed-price modification (P0002) to contract FA701423C0023 for executive coaching licenses. This modification provides funding that continues support for the Headquarters Air Force Betterup platform access, unlimited 1:1 coaching, and extended network coaching across the Air Force enterprise. Work will be performed in Washington, D.C., and if all options are exercised, work is expected to be completed June 28, 2023. This award is the result of Small Business Innovation Research direct award and one offer was received. Fiscal 2022 operation and maintenance funds in the amount of $5,347,841 are being obligated at the time of award. The Air Force District of Washington Contracting Directorate, Joint Base Andrews, Maryland, is the contracting activity (FA701423C0023).",AIR FORCE,"June 28, 2022"
art_3077698_para_19,"
*Small business
 ",AIR FORCE,"June 28, 2022"
